Uniq Id,Url,Name,Street,Zip Code,City,State,Phone,Email,Website,Categories
bb6f28ff70d0fc5a6384cd8b82b4e6af,http://www.yellowpages.com/chelsea-ma/mip/tu-casa-restaurant-18778114?lid=18778114,Tu Casa Restaurant,403 Broadway,02150,Chelsea,MA,(617) 887-0888,will@tucasarestaurant.com,http://tucasarestaurant.com,"Family Style Restaurants, Italian Restaurants, Mexican Restaurants, Latin American Restaurants, Restaurants"
6b2d3c2e19d0309ef25c379c82309e76,http://www.yellowpages.com/cambridge-ma/mip/armandos-pizza-2499608?lid=2499608,Armando's Pizza,163 Huron Ave,02138,Cambridge,MA,(617) 354-8275,"",http://armandospizza.com,"Pizza, Delicatessens, Italian Restaurants, Caterers, Restaurants"
5e088c3f02acef90177c5fa09ca7f180,http://www.yellowpages.com/arlington-ma/mip/olivio-ristorante-347986?lid=347986,Olivio Ristorante,201 Massachusetts Ave,02474,Arlington,MA,(781) 648-2300,info@ristoranteolivio.com,http://www.ristoranteolivio.com,"Italian Restaurants, Family Style Restaurants, Mediterranean Restaurants, Restaurants"
a60f6f9e16f0f6b4cb86df8e68dc8a9d,http://www.yellowpages.com/brighton-ma/mip/crazy-dough-pizza-457800719?lid=457800719,Crazy Dough Pizza,2201 Commonwealth Ave,02135,Brighton,MA,(617) 202-5769,doug@crazydoughs.com,http://crazydoughs.com,"Pizza, American Restaurants, Sandwich Shops, Italian Restaurants, Restaurants"
aaf73f9a35dd6757c454eef9671d1180,http://www.yellowpages.com/arlington-ma/mip/i-chef-2734927?lid=2734927,I Chef,1345 Massachusetts Ave,02476,Arlington,MA,(781) 483-3456,"",http://ichefarlington.com,"Italian Restaurants, Pizza, Mediterranean Restaurants, Restaurants"
cbb692730e49ba145afe8b45683b15de,http://www.yellowpages.com/melrose-ma/mip/lisas-family-pizzeria-475034488?lid=475034488,Lisa's Family Pizzeria,45 W Wyoming Ave,02176,Melrose,MA,(781) 665-0233,"",http://www.lisasfamilypizzeria.com,"American Restaurants, Pizza, Italian Restaurants, Mediterranean Restaurants, Chicken Restaurants, Sandwich Shops, Restaurants"
6406dac28072ad8a8e29a6f9cd941cf5,http://www.yellowpages.com/malden-ma/mip/papas-bar-grille-9553147?lid=9553147,Papa's Bar & Grille,210 Highland Ave,02148,Malden,MA,(781) 322-0105,"",http://www.papasmalden.com,"Bar & Grills, Italian Restaurants, Restaurants"
bc593e1da805889058c4a68b5bddcaf6,http://www.yellowpages.com/roslindale-ma/mip/salute-bar-grill-475800677?lid=475800677,Salute Bar & Grill,4257 Washington St,02131,Roslindale,MA,(617) 325-1000,"","","Italian Restaurants, Bars, Mediterranean Restaurants, Taverns, Restaurants"
3831272ec1266150f3f8cf5e5581d0bd,http://www.yellowpages.com/roslindale-ma/mip/sophias-grotto-2923634?lid=2923634,Sophia's Grotto,22 Birch St,02131,Roslindale,MA,(617) 323-4595,contact@sophiasgrotto.com,http://www.sophiasgrotto.com,"Italian Restaurants, Mediterranean Restaurants, Spanish Restaurants, Bar & Grills, Family Style Restaurants, Restaurants"
d0be686e19ac513d68bfb904a233d3bd,http://www.yellowpages.com/jamaica-plain-ma/mip/zestos-pizza-and-grille-2038281?lid=2038281,Zesto's Pizza And Grille,460 Centre St,02130,Jamaica Plain,MA,(617) 524-2004,"",http://www.zestospizzangrill.com,"Pizza, Bar & Grills, Italian Restaurants, Restaurants"
51dc1893c588fd711886908891738e58,http://www.yellowpages.com/medford-ma/mip/rasos-6420067?lid=6420067,Raso's,209 Mystic Ave,02155,Medford,MA,(781) 396-2001,"",http://www.rasosgrille.com,"Bar & Grills, Pizza, Italian Restaurants, Restaurants"
48855f307df98c7aa5a549eb3b88add8,http://www.yellowpages.com/saugus-ma/mip/prince-pizzeria-bar-467785365?lid=467785365,Prince Pizzeria & Bar,517 Broadway,01906,Saugus,MA,(781) 233-9950,info@princerestaurant.com,http://www.princepizzeria.com,"Pizza, Italian Restaurants, Restaurants"
02daab8260c5a701f855030141a653ef,http://www.yellowpages.com/cambridge-ma/mip/alfredos-italian-kitchen-496933675?lid=496933675,Alfredo's Italian Kitchen,691 Cambridge St,02141,Cambridge,MA,(617) 491-8292,"","","Restaurants, Italian Restaurants, Pasta"
efadb6969f2086a2a1ce015a3dc212ca,http://www.yellowpages.com/arlington-ma/mip/gemma-7165333?lid=7165333,Gemma,315 Broadway,02474,Arlington,MA,(781) 648-8884,info@dustodesign.com,http://www.gemmaitalian.com,"Take Out Restaurants, Pizza, Italian Restaurants, Restaurant Delivery Service, Restaurants"
009103512f771f639010e44ced6f8042,http://www.yellowpages.com/west-roxbury-ma/mip/sofia-italian-steakhouse-450837847?lid=450837847,Sofia Italian Steakhouse,1430 Vfw Pkwy,02132,West Roxbury,MA,(617) 469-2600,sofiaboston@gmail.com,http://www.sofiaboston.com,"Italian Restaurants, Steak Houses, Bar & Grills, Breakfast, Brunch & Lunch Restaurants, Barbecue Restaurants, Mediterranean Restaurants, Restaurants"
e4f7d9bf3ae90c351ef5431edf702e45,http://www.yellowpages.com/allston-ma/mip/la-befana-pizzeria-3266642?lid=3266642,La Befana Pizzeria,15 N. Beacon Street,02134,Allston,MA,(617) 987-0086,info@labefanapizza.com,http://www.labefanapizza.com,"Restaurants, Italian Restaurants, Pizza"
2129628229c18119dc229a3780dc62da,http://www.yellowpages.com/medford-ma/mip/pizzeria-regina-1354500?lid=1354500,Pizzeria Regina,44 Station Lndg,02155,Medford,MA,(781) 306-1222,"",http://www.pizzeriaregina.com,"Italian Restaurants, Pizza, Restaurants"
2e2ff4bb4056663e42b39f687133d2bc,http://www.yellowpages.com/cambridge-ma/mip/papa-ginos-13979222?lid=13979222,Papa Gino's,264 Monsignor Obrien Hwy,02141,Cambridge,MA,(617) 628-1820,"",http://www.papaginos.com,"Pizza, Sandwich Shops, Italian Restaurants, Fast Food Restaurants, Restaurants"
f374aa9a88bbe8efb77f319cf93e9312,http://www.yellowpages.com/belmont-ma/mip/il-casale-459267419?lid=459267419,Il Casale,50 Leonard St,02478,Belmont,MA,(617) 209-4942,events@restaurantdante.com,http://www.ilcasalebelmont.com,"Tapas, Bars, Italian Restaurants, Mediterranean Restaurants, Fine Dining Restaurants, Bar & Grills, Restaurants"
a44b62e21a94c0b8d1f34b6dceb73c70,http://www.yellowpages.com/chestnut-hill-ma/mip/brio-tuscan-grille-497539198?lid=497539198,Brio Tuscan Grille,200 Boylston St,02467,Chestnut Hill,MA,(617) 795-7150,info@brioitalian.com,http://www.brioitalian.com,"Italian Restaurants, Restaurants, Family Style Restaurants"
9a6e601c7782147c3bbfd04c991cc740,http://www.yellowpages.com/west-roxbury-ma/mip/pomodoros-italian-kitchen-503695616?lid=503695616,Pomodoros Italian Kitchen,327 Grove St,02132,West Roxbury,MA,(617) 327-5400,"","","Italian Restaurants, Restaurants"
29099b66bbc6246b5c83325f02465fe6,http://www.yellowpages.com/roslindale-ma/mip/geoffreys-cafe-5392670?lid=5392670,Geoffrey's Cafe,4257 Washington St,02131,Roslindale,MA,(617) 325-1000,"","","American Restaurants, Bars, Italian Restaurants, Breakfast, Brunch & Lunch Restaurants, Restaurants"
b162809d7572ca0b6b894413202537ba,http://www.yellowpages.com/jamaica-plain-ma/mip/midway-cafe-9903857?lid=9903857,Midway Cafe,3496 Washington St,02130,Jamaica Plain,MA,(617) 524-9038,anichols@crashsafely.org,http://www.midwaycafe.com,"Restaurants, Cocktail Lounges, Coffee & Espresso Restaurants, Bars, Karaoke, Gay & Lesbian Bars"
09fbf4e500382c301aa479819c1895a2,http://www.yellowpages.com/west-roxbury-ma/mip/upper-crust-pizzeria-west-roxbury-21065546?lid=21065546,Upper Crust Pizzeria-West Roxbury,1727 Centre St,02132,West Roxbury,MA,(617) 323-6400,"",http://theuppercrustpizzeria.com,"Italian Restaurants, Pizza, Restaurants"
0d6c39508b0cb06133cd003fceb1b592,http://www.yellowpages.com/somerville-ma/mip/mr-bs-463040121?lid=463040121,Mr B's,142 Cross St,02145,Somerville,MA,(617) 718-0777,"",http://www.mrbstogo.com,"Italian Restaurants, Pasta, Pizza, Sandwich Shops, Mexican Restaurants, Ice Cream & Frozen Desserts, Mediterranean Restaurants, Restaurants"
5772e82ce36f7ad78d9dfae2c9bc9048,http://www.yellowpages.com/newton-center-ma/mip/oak-hill-pizza-549195?lid=549195,Oak Hill Pizza,665 Saw Mill Brook Pkwy,02459,Newton Center,MA,(617) 964-7009,"",http://www.oakhillpizzeria.com,"Pizza, American Restaurants, Sandwich Shops, Italian Restaurants, Restaurants"
309eb10fdc41f266482565789557516b,http://www.yellowpages.com/somerville-ma/mip/daves-fresh-pasta-1586058?lid=1586058,Dave's Fresh Pasta,81 Holland St,02144,Somerville,MA,(617) 623-0867,info@davesfreshpasta.com,http://www.davesfreshpasta.com,"Pasta, Italian Restaurants, Restaurants"
a45ad802e7e458c110e73e05cbcbc15d,http://www.yellowpages.com/watertown-ma/mip/regina-pizzera-457993807?lid=457993807,Regina Pizzera,485 Arsenal St,02472,Watertown,MA,(617) 926-5300,info@raii.com,http://www.reginapizzeria.com/index.php,"Italian Restaurants, Pizza, Restaurants"
a07f83a3834dab2bef1db0c82c0ee10c,http://www.yellowpages.com/dorchester-center-ma/mip/dimitrios-house-of-pizza-473499693?lid=473499693,Dimitrios House Of Pizza,1750 Dorchester Ave,02124,Dorchester Center,MA,(617) 825-3340,"",http://www.dimitriospizza.com,"Pizza, Italian Restaurants, Restaurants"
3ec0f6242c55641bf77fdab158dce9fc,http://www.yellowpages.com/boston-ma/mip/mare-7736977?lid=1000802981415,Mare,135 Richmond St,02109,Boston,MA,(617) 963-0509,mareboston@gmail.com,http://marenatural.com,"Italian Restaurants, Seafood Restaurants, Mediterranean Restaurants, Restaurants"
bfc9216eb1400bd98b98ce372cb72efb,http://www.yellowpages.com/everett-ma/mip/8-10-bar-grille-12474475?lid=12474475,8/10 Bar & Grille,8 Norwood St,02149,Everett,MA,(617) 387-9810,eighttenbarandgrille@gmail.com,http://www.eight10barandgrille.com,"Bar & Grills, Italian Restaurants, Restaurants"
62673fdf48ac1fad9fdcab094b842e1c,http://www.yellowpages.com/revere-ma/mip/revere-house-of-pizza-947977?lid=947977,Revere House Of Pizza,354 Broadway,02151,Revere,MA,(781) 289-1805,arthur@reverehouseofpizza.com,http://www.reverehouseofpizza.com,"Pizza, Sandwich Shops, American Restaurants, Italian Restaurants, Restaurants"
868d191e41d3ba1c79856c921e65fee3,http://www.yellowpages.com/melrose-ma/mip/bobby-cs-ristorante-10853269?lid=10853269,Bobby C's Ristorante,20 Main St,02176,Melrose,MA,(781) 662-5472,info@bobbycsmelrose.com,http://www.bobbycsmelrose.com,"Italian Restaurants, Caterers, Family Style Restaurants, Mediterranean Restaurants, Restaurants"
570aa9bba2fc9cddaa03cf0ba6a6908d,http://www.yellowpages.com/medford-ma/mip/papa-ginos-2748003?lid=2748003,Papa Gino's,634 High St,02155,Medford,MA,(781) 648-5858,"",http://www.papaginos.com,"Pizza, Restaurants, Italian Restaurants, Fast Food Restaurants, Sandwich Shops"
33dd44d70b7805de663a989c2a5ed0ab,http://www.yellowpages.com/revere-ma/mip/the-marina-restaurant-bar-at-the-wharf-504553814?lid=1000709979115,The Marina Restaurant & Bar At the Wharf,543 N Shore Rd,02151,Revere,MA,(781) 629-3798,"",http://0af74d7f5d844cf981f2beac2a41bc8e.sites.yp.com,"Restaurants, Bars, Marinas, Seafood Restaurants, Italian Restaurants"
25e41e03c8143357d074abb261f65d75,http://www.yellowpages.com/chestnut-hill-ma/mip/bertuccis-16202222?lid=16202222,Bertucci's,683 Vfw Pkwy,02467,Chestnut Hill,MA,(617) 327-0898,guestrelations@bertuccis.com,http://www.bertuccis.com,"Pizza, Restaurants, Italian Restaurants"
b072e6b74019e45271f7718c9746fa04,http://www.yellowpages.com/somerville-ma/mip/capone-foods-4883975?lid=4883975,Capone Foods,14 Bow St,02143,Somerville,MA,(617) 629-2296,Albert@caponefoods.com,http://www.caponefoods.com,"Pasta, Italian Restaurants, Restaurants"
315a59a45ea4ba165efc801ff3ffd6e5,http://www.yellowpages.com/boston-ma/mip/massiminos-8122143?lid=1000816438620,Massimino's,207 Endicott St,02113,Boston,MA,(617) 892-4337,massiminosboston@gmail.com,http://massiminosboston.com,"Italian Restaurants, Fine Dining Restaurants, Mediterranean Restaurants, Caterers, Banquet Halls & Reception Facilities, Restaurants"
10bb1aa3d4ded010504630c331ec13f1,http://www.yellowpages.com/somerville-ma/mip/mama-ginas-4632642?lid=4632642,Mama Gina's,19 Union Sq,02143,Somerville,MA,(617) 625-0116,info@mamaginaspizzeria.com,"","Pizza, Sandwich Shops, Italian Restaurants, Caterers, American Restaurants, Delicatessens, Restaurants"
a54193028e226ddcdb8f19c779a35bb8,http://www.yellowpages.com/revere-ma/mip/boulevard-bar-grill-3808021?lid=3808021,Boulevard Bar & Grill,320 Revere Beach Blvd,02151,Revere,MA,(781) 284-0619,"","","Bar & Grills, Italian Restaurants, Bars, Taverns, Restaurants"
eade611b32e425109d99fb1dc30bb7fb,http://www.yellowpages.com/arlington-ma/mip/francescas-kitchen-13776512?lid=13776512,Francesca's Kitchen,162 Massachusetts Ave,02474,Arlington,MA,(781) 648-0005,joeauc@hotmail.com,http://www.francescasarlington.com,"Italian Restaurants, Restaurants"
709f4ea1ae1a5269c8dade2b506caa9c,http://www.yellowpages.com/hyde-park-ma/mip/destinos-pizza-8479153?lid=8479153,Destinos Pizza,1505 Hyde Park Ave,02136,Hyde Park,MA,(617) 361-9818,"","","Pizza, Italian Restaurants, Restaurants"
c69541cc6e595907c4e6060be17d252d,http://www.yellowpages.com/mattapan-ma/mip/kings-pizza-grille-470033024?lid=470033024,King's Pizza & Grille,1210 Blue Hill Ave,02126,Mattapan,MA,(617) 698-5464,"","","Pizza, Italian Restaurants, Bar & Grills, Restaurants"
f24f0cfa06137882b1831d8195720afa,http://www.yellowpages.com/stoneham-ma/mip/anthonys-italian-specialties-6261643?lid=6261643,Anthony's Italian Specialties,408 Main St,02180,Stoneham,MA,(781) 438-9840,"",http://anthonysitalianspecialties.com,"Italian Restaurants, Delicatessens, Mediterranean Restaurants, Restaurants"
4d94a3c4016953aab0e29514a38b4ef5,http://www.yellowpages.com/chestnut-hill-ma/mip/bravo-brio-restaurant-group-482155749?lid=482155749,Bravo Brio Restaurant Group,200 Boylston St,02467,Chestnut Hill,MA,(617) 795-7150,"","","Italian Restaurants, Restaurants"
b085802e1ec1065f4967d30675e10d06,http://www.yellowpages.com/allston-ma/mip/ecco-pizzerias-469162011?lid=469162011,Ecco Pizzerias,1147 Commonwealth Ave,02134,Allston,MA,(617) 903-4324,info@eccopizzeria.com,http://www.eccopizzeria.com,"Pizza, Italian Restaurants, Restaurants"
c00c647c181adb097dfe4f951e36a3f3,http://www.yellowpages.com/arlington-ma/mip/eltons-roast-beef-pizza-3405273?lid=3405273,Elton's Roast Beef & Pizza,478 Massachusetts Ave,02474,Arlington,MA,(781) 646-8900,"",https://www.foodler.com/eltons/881,"Pizza, American Restaurants, Sandwich Shops, Italian Restaurants, Take Out Restaurants, Restaurants"
e4c5b04b2c71f97d527c7ba0dc1b9235,http://www.yellowpages.com/cambridge-ma/mip/mamagoos-pizza-sub-shop-13675201?lid=13675201,Mamagoo's Pizza & Sub Shop,6 Concord Ln,02138,Cambridge,MA,(617) 354-9139,info@mamagoos.com,http://www.mamagoos.com,"Pizza, Delicatessens, American Restaurants, Greek Restaurants, Italian Restaurants, Restaurants"
b4e494dac5095769256137b6f4e483ad,http://www.yellowpages.com/quincy-ma/mip/villa-rosa-restaurant-10842345?lid=10842345,Villa Rosa Restaurant,705 Adams St,02169,Quincy,MA,(617) 773-0095,villarosa1953@aol.com,http://www.villarosaquincy.com,"Italian Restaurants, Pizza, Caterers, Cocktail Lounges, Family Style Restaurants, Mediterranean Restaurants, Bars, Taverns, Restaurants"
a1a7873217c632bd8f7afaee8f01e246,http://www.yellowpages.com/charlestown-ma/mip/papa-ginos-10024675?lid=10024675,Papa Gino's,19 Austin St,02129,Charlestown,MA,(617) 242-9180,"",http://www.papaginos.com,"Restaurants, Pizza, Sandwich Shops, Italian Restaurants, Fast Food Restaurants"
5ab8f35d624e002464c2183bbbe7e5ef,http://www.yellowpages.com/boston-ma/mip/lucca-1746608?lid=1000843633860,Lucca,226 Hanover St,02113,Boston,MA,(857) 321-8819,luccaboston@aol.com,http://luccaboston.com,"Italian Restaurants, Fine Dining Restaurants, Mediterranean Restaurants, Family Style Restaurants, Restaurants"
d6b65af6032810894ec472e62e0f30e9,http://www.yellowpages.com/watertown-ma/mip/emilios-homemade-italian-subs-dinners-589517?lid=589517,Emilio's Homemade Italian Subs & Dinners,6 Bigelow Ave,02472,Watertown,MA,(617) 923-4647,"",http://emiliositalianrestaurant.com,"Italian Restaurants, Sandwich Shops, Delicatessens, Restaurants"
e4c18388e8d03abde5d7577af295c4ed,http://www.yellowpages.com/arlington-ma/mip/lucia-ristorante-475569354?lid=475569354,Lucia Ristorante,11 Mount Vernon St,02476,Arlington,MA,(781) 729-0515,"",http://luciaristorante.com,"Italian Restaurants, Restaurants"
78e20b50c1883478e811211f6b385dc0,http://www.yellowpages.com/hanover-ma/mip/mamma-mias-of-hanover-9379320?lid=9379320,Mamma Mia's of Hanover,333 Columbia Rd,02339,Hanover,MA,(781) 826-1600,info@mammamias.net,"","Restaurants, Italian Restaurants, Caterers, Pizza"
3160c40b2e5d003412474d27772e4a04,http://www.yellowpages.com/boston-ma/mip/antonios-479986842?lid=1000835913364,Antonio's,286 Cambridge St,02114,Boston,MA,(617) 892-4269,"",http://www.antoniosofbeaconhill.com,"Italian Restaurants, Caterers, Mediterranean Restaurants, Restaurants"
105d116fbfa2c9ac0b532fb7580f8f6e,http://www.yellowpages.com/dorchester-ma/mip/the-avenue-grille-and-pizzeria-6342532?lid=6342532,The Avenue Grille and Pizzeria,856 Dorchester Ave,02125,Dorchester,MA,(617) 288-8000,david@povertysuckx.com,http://www.856avenuegrille.com,"Hamburgers & Hot Dogs, Bars, Taverns, Italian Restaurants, Restaurants, Bar & Grills, Pizza"
787fb82796c77736c9fbb08d32944481,http://www.yellowpages.com/brighton-ma/mip/papa-ginos-3734630?lid=3734630,Papa Gino's,204 N Beacon St,02135,Brighton,MA,(617) 202-4250,papaginos@bigpond.com,http://www.papaginos.com,"Restaurants, Pizza, Sandwich Shops, Italian Restaurants, Fast Food Restaurants"
784bc613c074bf48e18f02b1186f49dc,http://www.yellowpages.com/somerville-ma/mip/union-square-pizza-8846013?lid=8846013,Union Square Pizza,63 Union Sq,02143,Somerville,MA,(617) 776-7617,"","","Pizza, Sandwich Shops, Italian Restaurants, Restaurants"
284d1b2b7e7a85bb59714572d0558ccc,http://www.yellowpages.com/stoneham-ma/mip/gaetanos-3468130?lid=3468130,Gaetano's,271 Main St,02180,Stoneham,MA,(781) 279-0100,gaetanospennsauken@aol.com,http://www.gaetanosfood.com,"Italian Restaurants, Mediterranean Restaurants, Restaurants"
114047f6256caf039c4d12cf13936fec,http://www.yellowpages.com/quincy-ma/mip/papa-ginos-13188171?lid=13188171,Papa Gino's,100 Granite St Ste 1,02169,Quincy,MA,(617) 786-9088,hr@papaginos.com,http://www.papaginos.com,"Pizza, Restaurants, Sandwich Shops, Italian Restaurants, Fast Food Restaurants"
189836b118e80ff135db6c7edd56236b,http://www.yellowpages.com/brookline-ma/mip/papa-ginos-456223836?lid=456223836,Papa Gino's,10 Harvard St,02445,Brookline,MA,(617) 232-6160,papaginos@bigpond.com,http://www.papaginos.com,"Pizza, Sandwich Shops, Italian Restaurants, Restaurants, Fast Food Restaurants"
3a7a97f929049d6e44493ff3e5cac4c3,http://www.yellowpages.com/medford-ma/mip/bistro-5-15164922?lid=15164922,Bistro 5,5 Playstead Rd,02155,Medford,MA,(781) 395-7464,evittorio@bistro5.com,http://www.bistro5.com,"Breakfast, Brunch & Lunch Restaurants, Continental Restaurants, Italian Restaurants, Restaurants"
f480f0c74211a5aff07e6ac4d48051bb,http://www.yellowpages.com/somerville-ma/mip/white-sport-restaurant-10966783?lid=10966783,White Sport Restaurant,506 Medford St,02145,Somerville,MA,(617) 776-0790,info@beyondmenu.com,http://whitesport-pizza.com,"Pizza, Sandwich Shops, Italian Restaurants, Family Style Restaurants, Restaurants"
